North NJ Trout Stream Bridge,"16"" x 20""",2000,Pastels,800,Forest Path,,293,,,
Spring Trail,"16"" x 20""",2003,Oil,800,Forest Path,,299,,,
"Delaware Water Gap, Stream 2","18"" x 24""",,Acrylic,1000,Forest Path,,,,,
Roosevelt Woods Walk 2,"18"" x 24""",2009,Acrylic,1000,Forest Path,,329,,,
"Roosevelt Woods, Late Afternoon","18"" x 24""",2009,Acrylic,1000,Forest Path,,,,,
Two Roads Divided in a Yellow Woods,"18"" X 24""",2016,Acrylic,1000,Forest Path,,,,,
PCS Red Woods,"4.5"" x 6.5""",1997,Pastels,sold,Forest Path,,109,,,
Mending Walls,"8"" x 10""",2015,Acrylic,250,Forest Path,,,,,
Mountain Falls,"8"" x 10""",2018,Acrylic,250,Forest Path,,,,,
My November Guest,"8"" x 10""",2015,Acrylic,250,Forest Path,,,,,
Roosevelt Trail,"8"" x 10""",2016,Acrylic,250,Forest Path,,,,,
Woods Path,"8"" x 10""",2018,Acrylic,250,Forest Path,,,,,
Hiking in the Mountains,"8"" X 10"" Mat",2011,Watercolor on paper,210,Forest Path,,,,,
Winter Woods,"8"" x 10"" mat",2009,Mixmedia,210,Forest Path,,,,,
"Sunrise Mountain, Plein Aire","11"" x 14"" mat",2016,Watercolor,400,Forest Path,,,,,
Pleasant Run Garden,"11"" x 14""",2015,Watercolor,400,Garden,,,,,
Rutger's Gardens Early Spring  ,"11"" X 14""",2018,Acrylic,400,Garden,,,,,
Sharp's Garden Bird Bath,"11"" x 14""",2013,Watercolor,400,Garden,,,,,
Sharp's Garden Notes,"11"" x 14""",2013,Watercolor,400,Garden,,,,,
Sharp's Garden Patio,"11"" x 14""",2013,Watercolor,400,Garden,,,,,
Sharp's Pink Lawn Chairs,"11"" x 14""",2013,Watercolor,400,Garden,,,,,
Thompson-Neely House,"11"" X 14""",2016,Acrylic,400,Garden,,,,,
My Garden,"11"" x 8.5""",2011,Acrylic,320,Garden,,,,,
Sayen Garden Fountain,"11`"" x 14"" mat",2016,Watercolor,400,Garden,,,,,
Rutger's Gardens Early Spring Path,"12"" x 16""",2018,Acrylic,500,Garden,,,,,
Spring Brookside,"22"" x 18""",1993,Pastels,1000,Garden,,,,,
Tea House,"25"" X 19""",1989,Pastels,1000,Garden,,,,,
Rutger's Garden Plein Aire,"8"" x 10""",2017,Acrylic,250,Garden,,,,,
"Rutger's Garden, Herb Garden","8"" x 10""",2018,Acrylic,250,Garden,,,,,
Walford Rocker,"8"" x 10""",2017,Acrylic,250,Garden,,,,,
"National Arboretum, Creek","10"" x 12.5""",1989,Pastels,400,Gardens,,,,,
"Bridge, Sayen Garden","10"" x 13.5""",2000,Pastels,400,Gardens,,120,,,
Kensington Late Summer,"10"" x 13""",1989,Pastels,400,Gardens,,72,,,
National Arboretum Azalea Garden 2,"10"" x 13""",1989,Pastels,400,Gardens,,28,,,
National Arboretum Early Spring,"10"" x 13""",1989,Pastels,400,Gardens,,32,,,
Tea House at Brookside,"10"" x 20""",1990,Pastels,500,Gardens,,74,,,
Brookside Stream Fall 2,"11"" x 14""",1989,Pastels,400,Gardens,,25,,,
"Fall Leaves, Brookside","11"" x 14""",1989,Pastels,400,Gardens,,36,,,
Garden Tour Painting,"11"" x 14""",,Watercolor on paper,400,Gardens,,,,,
Kuser Mansion 2,"11"" x 14""",2016,Acrylic,400,Gardens,,,,,
Kuser Mansion Plein Aire,"11"" X 14""",2016,Acrylic,400,Gardens,,,,,
National Arboretum Azalea Garden 1,"11"" x 14""",1989,Pastels,400,Gardens,,27,,,
Summer Stage,"11"" x 14""",1989,Pastels,400,Gardens,,39,,,
Kirk and Susan's Garden,"11"" x 14"" mat",,Watercolor on paper,sold,Gardens,,,,,
Kirk and Susan's Garden 2,"11"" x 14"" mat",,Watercolor on paper,sold,Gardens,,,,,
Kirk and Susan's Garden 3,"11"" x 14"" mat",,Watercolor on paper,sold,Gardens,,,,,
Kirk and Susan's Garden 4,"11"" x 14"" mat",,Watercolor on paper,sold,Gardens,,,,,
Kirk and Susan's Garden 5,"11"" x 14"" mat",,Watercolor on paper,sold,Gardens,,,,,
Kirk and Susan's Garden 6,"11"" x 14"" mat",,Watercolor on paper,sold,Gardens,,,,,
"McCrillis, Spring Walk","11"" x 16""",1989,Pastels,440,Gardens,,33,,,
National Arboretum Fall,"13"" x 13""",1989,Pastels,460,Gardens,,11,,,
Brookside Stream Fall 1,"14"" x 11""",1989,Pastels,400,Gardens,,24,,,
"Patio, Dumbarton Oaks","14"" x 20""",1991,Pastels,700,Gardens,,3,,,
Brookside Tulips,"15"" x 18""",1989,Pastels,675,Gardens,,77,,,
Brookside Fall Walk,"15"" x 22""",1989,Pastels,825,Gardens,,29,,,
Brookside Fall Bridge,"15"" x 24""",1989,Pastels,900,Gardens,,21,,,
"Rose Garden, Brookside","15""x22""",1989,Pastels,825,Gardens,,34,,,
Garden Bridge,"16"" x 20""",2000,Pastels,800,Gardens,,291,,,
"Bridge at Brookside Gardens, Fall","16"" x 21""",1989,Pastels,840,Gardens,,21,,,
"Brookside, Winter Walk","18"" x 24""",1989,Pastels,1000,Gardens,,26,,,
Brookside Winter Walk 2,"19"" x 22""",1989,Pastels,1000,Gardens,,37,,,
Woodend Hemlock Grove 1,"19"" x 25""",1989,Pastels,1000,Gardens,,20,,,
National Arboretum Beech Pond,"23"" x 35""",1989,Pastels,1000,Gardens,,22,,,
Woodend Hemlock Grove 2,"25"" x 19""",1989,Pastels,1000,Gardens,,38,,,
PCS Cathedral Garden Door,"4.5"" x 6""",1996,Pastels,210,Gardens,,63,,,
"PCS Cathedral Garden Gate, Winter ","4.5"" x 6""",1995,Pastels,210,Gardens,,104,,,
"PCS Cathedral Garden Gate, Winter 2","4.5"" x 6""",1994,Pastels,210,Gardens,,,,,
PCS Dumbarton Oaks Fountain,"4.5"" x 6""",1993,Pastels,210,Gardens,,5,,,
PCS Garden Fountain 2,"4.5"" x 6""",1994,Pastels,210,Gardens,,69,,,
PCS Garden Pond,"4.5"" x 6""",1994,Pastels,210,Gardens,,65,,,
PCS Winter Colors Brookdale,"4.5"" x 6""",1996,Pastels,210,Gardens,,114,,,
PCS Yellow Dogwood,"5"" x 6.5""",1996,Pastels,210,Gardens,,116,,,
"PCS Dumbarton Oaks, Orangery","5"" x 6""",1995,Pastels,210,Gardens,,64,,,
PCS Rose Garden Path ,"5"" x 6""5""",1996,Pastels,210,Gardens,,113,,,
PCS Woodend Hemlock Grove,"5"" x 7""",1996,Pastels,210,Gardens,,96,,,
"PCS Cathedral Garden, Winter 1","6.5"" x 4.5""",1996,Pastels,210,Gardens,,111,,,
Back Garden Tea House,"6"" x 9.5""",1994,Pastels,300,Gardens,,70,,,
Brookside Summer,"7"" x 10""",1993,Pastels,400,Gardens,,6,,,
Brookside Path,"7"" x 9"" mat",1989,pastels,250,Gardens,,,,,
Garden Path,"8"" x 10""",2019,Acrylic and paper,250,Gardens,,,,,
Rutgers Garden Woods,"8"" x 10""",2018,Acrylic,250,Gardens,,,,,
7 16 09 Evening,"8"" x 10"" mat",2009,Watercolor on paper,210,Gardens,,,,,
National Arboretum Pavillian ,"8"" x 12""",1989,Pastels,250,Gardens,,10,,,
"Summer Path, Dumbarton Oaks","9.5"" x 14""",1989,Pastels,350,Gardens,,76,,,
"Fall Bridge, Brookside","9"" x 12""",1989,Pastels,350,Gardens,,71,,,
Icarus1,,,Clear Tape Sculpture,,Icarus,,,,,
Icarus3,,,Clear Tape Sculpture,,Icarus,,,,,
Icarus9,,,Clear Tape Sculpture,,Icarus,,,,,
Happy and Doc at a Birthday Party,"11"" x 14"" mat",2012,Watercolor,100,Illustrations,,,,,
Pony Express Rider,"11"" x 14"" mat",2010,Watercolor,100,Illustrations,,,,,
Princeton Trader Joe Poster 1,"11"" x 14"" mat",2013,Watercolor,,Illustrations,,,,,
Princeton Trader Joe Poster 2,"11"" X 14"" mat",2013,Watercolor,,Illustrations,,,,,
Camels,"6"" x 6.5""",2011,Watercolor,100,Illustrations,,,,,
Camels with School Children,"6"" x 6.5""",2011,Watercolor,100,Illustrations,,,,,
Fighting Fires,"8"" x 10"" mat",,Watercolor,210,Illustrations,,,,,
"New Clothes, Aug 30th","8"" x 10"" mat",2016,Watercolor,210,Illustrations,,,,,
Peguins,"8"" x 10"" mat",2012,Watercolor,210,Illustrations,,,,,
Scary Clowns Dancing,"8"" x 10"" mat",2011,Watercolor,210,Illustrations,,,,,
Mom and Dad Dancing 1,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 10,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 11,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 12,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 13,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 14,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 15,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 16,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 17,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 18,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 19,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 2,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 20,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 3,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 4,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 5,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 6,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 7,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 8,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad Dancing 9,"5"" x 7""",2019,Acrylic,,"Mom and Dad Dancing, the Movie",,,,,
Mom and Dad's Wedding 1,"5"" x 7""",2019,Acrylc,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 10,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 11,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 12,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 13,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 14,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 15,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 16,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 17,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 2,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 3,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 4,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 5,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 6,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 7,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 8,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom and Dad's Wedding 9,"5"" x 7""",2019,Acrylic,,Mom and Dad's Wedding Movie,,,,,
Mom Dancing 1,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 10,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 11,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 12,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 13,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 14,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 15,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 16,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 17,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 18,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 19,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 2,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 20,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 21,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 3,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 4,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 5,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 6,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 7,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 8,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Mom Dancing 9,"5"" x 7""",2019,Acrylic,,"Mom Dancing, the Movie",,,,,
Drawing area,,,,,New Studio,,,,,
license and George,,,,,New Studio,,,,,
Mom's Birds come to roost,,,,,New Studio,,,,,
Print press on porch,,,,,New Studio,,,,,
Shed is delivered,,,,,New Studio,,,,,
View of shed,,,,,New Studio,,,,,
"Bruno's Bicycle, Bruno at Front Counter","11"" x 14"" mat",2013,Watercolor,400,NJ  Towns and Shops,,,,,
"Bruno's Bicycle, Dog Bar","11"" x 14"" mat",2013,Watercolor,400,NJ Towns and Shops,,,,,
"Bruno's Bicycle, Front Window","11"" x 14"" mat",2013,Watercolor,400,NJ Towns and Shops,,,,,
"Bruno's Bicycle, One Sweet Ride Candy Shop","11"" x 14"" mat",2013,Watercolor,400,NJ Towns and Shops,,,,,
House of Virginia Ave.,"11"" x 14"" mat",2014,Watercolor,400,NJ Towns and Shops,,,,,
My Street Fall,"4"" x 6""",2012,Watercolor,210,NJ Towns and Shops,,,,,
Allentown Street Scene,"5"" x 7""",,Acrylic,sold,NJ Towns and Shops,,,,,
Laurita Winery 1,"8"" x 10"" mat",2009,Watercolor,210,NJ Towns and Shops,,,,,
Laurita Winery 3,"8"" x 10"" mat",2009,Watercolor,210,NJ Towns and Shops,,,,,
Laurita Winery 5,"8"" x 10"" mat",2009,Watercolor,210,NJ Towns and Shops,,,,,
Mill Pond,"8"" x 10"" mat",1999,Watercolor,sold,NJ Towns and Shops,,,,,
Summer Camp Arts and Craft Parvillian,"11"" x 14"" mat",2008,Mix Media,,Ocky,,,,,
Swimming Area Boundries,"7"" x 9""",2008,Acrylic,,Ocky,,,,,
Dinning Hall Window,"8"" x 10""",,Mix Media,,Ocky,,,,,
The Lake at Ocky,"8"" X 10""",2008,Acrylic,,Ocky,,,,,
Archery,"8"" x 10"" mat",2009,Watercolor,210,Ocky,,,,,
Camp Canoe,"8"" x 10"" mat",2010,Watercolor,210,Ocky,,,,,
"Mike, Rope Bridge, Ocky","8"" x 10"" mat",2011,Watercolor,210,Ocky,,,,,
Ocky Boats,"8"" x 10"" mat",2007,Pastels,,Ocky,,,,,
Ocky Cabin,"8"" x 10"" mat",2007,Acrylic,,Ocky,,,,,
Ocky Dock,"8"" x 10"" mat",2007,Watercolor,,Ocky,,,,,
Ocky Dock 2,"8"" x 10"" mat",2007,Watercolor,,Ocky,,,,,
Ocky Fall Dock,"8"" x 10"" mat",2007,Watercolor,210,Ocky,,,,,
Summer Camp  ,"9"" x 13""",2008,Acrylic,,Ocky,,,,,
Golden Dinning Room,"16"" x 20""",2005,Oil,800,Other Interior,,,,,
Trent House Bedroom,"6"" x 7""",2019,Watercolor,210,Other Interior,,,,,
Trent House Chairs,"6"" x 7""",2019,Watercolor,210,Other Interior,,,,,
Rutgers Garden's Log Cabin,"8"" x 10""",2018,Acrylic,250,Other Interior,,,,,
Red Chair,"10"" x 15""",1980's,Mixed Media,400,Other Interiors,,,,,
Red Chair,"10"" x 15""",1980's,Mix Media,400,Other Interiors,,,,,
"After the Hunt, Black and Red Interior","11"" x 13""",1979,Mix Media,400,Other Interiors,,399,,,
"Red Chairs, Dinning Room","12"" x 16""",,Oil Pastels,500,Other Interiors,,,,,
Orange Living Room,"12"" x 16""",2005,Oils,500,Other Interiors,,,,,
Yellow Living Room,"12"" x 16""",2008,Oil pastels,500,Other Interiors,,,,,
Blue Living Room,"16"" x 20""",2002,Oil,800,Other Interiors,,289,,,
Orange Library,"16"" x 20""",2005,Oil,800,Other Interiors,,204,,,
Purple Living Room,"16"" x 20""",2001,Oil,800,Other Interiors,,295,,,
Grandmother's TV Room,"2.5"" x 3.5""",1970's,Watercolor,210,Other Interiors,,198,,,
Yellow and Red Room,"20.5"" X 19""",1988,Watercolor,1000,Other Interiors,,,,,
Ellarslie Period Room,"22"" x 28"" mat",2019,Watercolor on paper,1000,Other Interiors,,,,,
Grandmother's Dining Room,"3.5"" x 2.5""",1976,Watercolor,210,Other Interiors,,197,,,
PCS The Hall,"4.5"" x 6""",1996,Pastels,210,Other Interiors,,98,,,
PCS Room With Red Wall,"5"" x 6.5""",1997,Pastels,210,Other Interiors,,100,,,
PCS Pink Livingroom,"5"" x 6""",1995,Pastels,210,Other Interiors,,58,,,
PCS Red Couch,"5"" x 7""",1989,Mix Media,210,Other Interiors,,,,,
Grandmother's Living Room,"6.5"" x 5""",1976,Watercolor,210,Other Interiors,,,,,
Blue Room,"6"" x 5""",1995,Pastels,210,Other Interiors,,57,,,
Red Couch in the Front Room,"8"" x 10""",1979,Mix Media,250,Other Interiors,,107,,,
Rutgers Garden's Log Cabin,"8"" x 10""",2018,Acrylic,250,Other Interiors,,,,,
Dawn's Chair,"8"" x 10"" mat",2020,Watercolor,sold,Other Interiors,,,,,
Ed's Chair,"8"" x 10"" mat",2020,Watercolor,sold,Other Interiors,,,,,
Judy's Chair,"8"" x 10"" mat",2020,Watercolor,sold,Other Interiors,,,,,
Paul F's Chair,"8"" x 10"" mat",2020,Watercolor,sold,Other Interiors,,,,,
Grandmother's Dinning Room 2,"8"" x 12""",1976,Mix Media,250,Other Interiors,,,,,
Grandmother's Chair,"9"" x 11.5""",1976,Mix Media,350,Other Interiors,,260,,,
On the Edge of a Pond,"11"" x 14""",2019,Acrylic,400,Painting on the Edge,,,,,
Beach Sunset,"8"" x 10""",2019,Acrylic,250,Painting on the Edge,,,,,
Birds on the Edge of a Brush Pile,"8"" x 10""",2019,Acrylic,250,Painting on the Edge,,,,,
Ducks on the Edge of the Pond,"8"" x 10""",2019,Acrylic,250,Painting on the Edge,,,,,
South Dakota Trout Stream,"8"" x 10""",2019,Acrylic,250,Painting on the Edge,,,,,
The Road Between the Fields,"8"" x 10""",2019,Acrylic,sold,Painting on the Edge,,,,,
Mom,"11"" x 14""",2017,Mix Media,400,People,,,,,
"Mom and Dad, Cutting the Rug","11"" x 14""",2016,Acrylic,sold,People,,,,,
Belly Dancer,"11"" x 14"" mat",2010,Watercolor,400,People,,,,,
Belly Dancers,"11"" x 14"" mat",2010,Watercolor,400,People,,,,,
Ben 2,"11"" x 14"" mat",1992,Pencil and Chalk,,People,,,,,
Ben 3,"11"" x 14"" mat",1992,Pencil and Chalk,,People,,,,,
Ben and Mike 5,"11"" x 14"" mat",1992,Pencil and Chalk,,People,,,,,
Childhood Picture of My Mother,"11"" x 14"" mat",1992,Pastels,,People,,,,,
Dad,"11"" x 14"" mat",2017,Mix Media,400,People,,,,,
Mexican Folk Dancers,"11"" x 14"" mat",2015,Watercolor,400,People,,,,,
Paul on the Mission Trail,"11"" x 14"" mat",2015,Watercolor,sold,People,,,,,
Ralph,"11"" x 14"" mat",2009,Color Pencil,75,People,,,,,
Seated Figure Mardi Gras Beads,"11"" x 14"" mat",2009,Watercolor,400,People,,,,,
Bob Burkey's Dad and Step Mom,"12"" x 16""",2019,Acrylic,sold,People,,,,,
Mom and Dad on the Deck,"12"" x 16""",2019,Acrylic,500,People,,,,,
The Burkey Men,"12"" x 16""",2019,Acrylic,sold,People,,,,,
Mom and Dad's Wedding Still,"18"" x 24""",2019,Acrylic,1000,People,,,,,
Mom and Dad's Wedding Still 2,"18"" x 24""",2019,Acrylic,1000,People,,,,,
Mom and Dad's Wedding Still 3,"18"" x 24""",2020,Acrylic,1000,People,,,,,
Laurita Winery 1,"4.5"" x 5.5""",2009,Watercolor,210,People,,369,,,
Mike in Cowboy and Horse Costume,"4.5"" X 7.5""",2011,Pastels,210,People,,224,,,
Flying a Kite,"4"" x 5""",2009,Watercolor,210,People,,403,,,
Mike the Fireman 1,"4"" x 5""",2010,Watercolor,210,People,,421,,,
Mike the Fireman 2,"4"" x 5""",2010,Watercolor,210,People,,422,,,
Walking in Sunshine,"4"" x 5""",2009,Watercolor,210,People,,408,,,
Bob Burkey,"5"" x 7""",2019,Acrylic,sold,People,,,,,
Bob Burkey's Father,"5"" x 7""",2019,Acrylic,sold,People,,,,,
Bob Burkey's Father 2,"5"" x 7""",2019,Acrylic,sold,People,,,,,
Bob Burkey's Father 3,"5"" x 7""",2019,Acrylic,sold,People,,,,,
Play Ball,"5"" x 7""",2015,Acrylic,210,People,,,,,
Waiting for the Bus,"5"" x 7""",2013,Acrylic,210,People,,,,,
"Mike, Rope Bridge, Ocky","6.5"" x 10.5""",2011,Watercolor,,People,,,,,
Self Portrait 3,"6"" x 12""",1970'S,Oils,,People,,,,,
Mike and Ben,"6"" x 9.5""",1991,Pencil,,People,,130,,,
Mardi Gras Beads,"7"" x 10""",2010,Watercolor,400,People,,,,,
Show Girls 2,"7"" x 11""",2009,Watercolor,400,People,,,,,
Ben Portait 1,"8.5"" x 10.5""",2008,Mix Media,,People,,205,,,
Ben Portrait 2,"8.5"" x 10.5""",2008,Mix Media,,People,,,,,
Kevin Gantt,"8.5"" x 12""",1989,Pastels,sold,People,,259,,,
A Boy and His Dog,"8"" x 10""",2020,Acrylic,250,People,,,,,
Dad Laughing on the Deck,"8"" x 10""",2019,Acrylic,250,People,,,,,
Mom 2,"8"" x 10""",2019,Acrylic,250,People,,,,,
Mom 4,"8"" x 10""",2019,Acrylic,250,People,,,,,
Mom 5,"8"" x 10""",2019,Acrylic,250,People,,,,,
Mom and Roommates in Japan 1946,"8"" x 10""",2020,Acrylic,250,People,,,,,
Mom Laughing,"8"" x 10""",2019,Acrylic,250,People,,,,,
"New Clothes, Aug 30th","8"" x 10""",2016,Watercolor,100,People,,,,,
Mom 3,"8"" x 10"" ",2019,Acrylic,250,People,,,,,
Archery,"8"" x 10"" mat",2009,Watercolor,210,People,,,,,
Bev,"8"" x 10"" mat",,Charcoal,50,People,,,,,
Bumble Bee 1,"8"" x 10"" mat",2010,Watercolor,210,People,,,,,
Bumble Bee 2,"8"" x 10"" mat",2010,Watercolor,210,People,,,,,
Camp Canoe,"8"" x 10"" mat",2010,Watercolor,210,People,,,,,
Chet 1,"8"" x 10"" mat",2009,Watercolor,210,People,,,,,
Chet 2,"8"" x 10"" mat",2009,Watercolor,210,People,,,,,
Chet 3,"8"" x 10"" mat",2009,Watercolor,210,People,,,,,
Dad Dancing 1a,"8"" x 10"" mat",2015,Watercolor,210,People,,,,,
Dad Dancing 2a,"8"" x 10"" mat",2015,Watercolor,210,People,,,,,
Dad Dancing 3a,"8"" x 10"" mat",2015,Watercolor,210,People,,,,,
Dad with Pumpkin,"8"" x 10"" mat",2016,Watercolor,210,People,,,,,
Elaina,"8"" x 10"" mat",,Charcoal,50,People,,,,,
Fishing With Grand Dad 1,"8"" x 10"" mat",2011,Watercolor,210,People,,,,,
Fishing With Grand Dad 2,"8"" x 10"" mat",2011,Watercolor,210,People,,,,,
Fishing With Grand Dad 3,"8"" x 10"" mat",2011,Watercolor,210,People,,,,,
Grandmother and Her Sisters,"8"" x 10"" mat",1990's,Pencil,50,People,,,,,
Grandmother and Her Sisters 1,"8"" x 10"" mat",1990's,Pencil,50,People,,,,,
Grandmother and Her Sisters 2,"8"" x 10"" mat",1990's,Pencil,50,People,,,,,
Grandmother and Her Sisters 3,"8"" x 10"" mat",1990's,Pencil,50,People,,,,,
Grandmother and Her Sisters 6,"8"" x 10"" mat",1990's,Pencil,50,People,,,,,
Hightstown Art Groups,"8"" x 11""",2005,Pencil,75,People,,,,,
Mike Portrait,"9.5 "" x 6""",1992,Pastels,,People,,,,,
Ben in a Tree,"9"" x 12""",2007,Oil,,People,,187,,,
Mike in Red Jacket,"9"" x 12""",2007,Oil,,People,,186,,,
Self Portrait 1,"9"" x 12""",1970s,Oil,,People,,,,,
Self Portrait 2,"9"" x 12""",1970s,Oil,,People,,,,,
Show Girl,"9"" x 12""",2009,Pastels,400,People,,378,,,
Grow Beyond the Drip Line,"10"" x 10""",2016,Acrylic,260,Roots,,,,,
Growth Rings,"10"" x 10""",2016,Acrylic,260,Roots,,,,,
Uprooted 1,"10"" x 10""",2017,Acrylic,260,Roots,,,,,
Uprooted 2,"10"" x 10""",2017,Acrylic,260,Roots,,,,,
Uprooted 3,"10"" x 10""",2017,Acrylic,260,Roots,,,,,
Uprooted 4,"10"" x 10""",2017,Acrylic,260,Roots,,,,,
Putting Down Roots,"20"" x 20""",2017,Acrylic,1000,Roots,,,,,
"Salt Marsh, November","11"" X 14""",2016,Acrylic,400,Salt Marsh,,,,,
"Salt Marsh, November 2","11"" X 14""",2016,Acrylic,400,Salt Marsh,,,,,
"Salt Marsh, November 3","11"" X 14""",2016,Acrylic,400,Salt Marsh,,,,,
"Salt Marsh, September","11"" X 14""",2016,Acrylic,400,Salt Marsh,,,,,
"Birds in Flight, Salt Marsh","18"" X 24""",2017,Acrylic,1000,Salt Marsh,,,,,
Cows in Overcast Field,"11"" x 14""",2019,Acrylic,400,South Dakota Trip,,,,,
Nebraska Cows,"12"" x 12""",2019,Acrylic,460,South Dakota Trip,,,,,
Turkeys,"12"" x 16""",2019,Acrylic,sold,South Dakota Trip,,,,,
Devil's Tower,"20"" x 20""",2019,Acrylic,1000,South Dakota Trip,,,,,
Antelope,"5"" x 7""",2019,Acrylic,150,South Dakota Trip,,,,,
Black Bill Magpie,"5"" x 7""",2019,Acrylic,150,South Dakota Trip,,,,,
Buffalo,"5"" x 7""",2019,Acrylic,150,South Dakota Trip,,,,,
Custer Park Buffalo,"5"" x 7""",2019,Acrylic,150,South Dakota Trip,,,,,
